,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
224,Galliformes,Phasianidae,Synoicus_chinensis,Coturnix_chinensis,25.9,NA,20.3,13.8,27.3,33.8,21.1,MCZ_7479,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",40.41,NA,NA,NA,NA,Precocial_2,Galloanseres
225,Galliformes,Phasianidae,Pavo_cristatus,Pavo_cristatus,131,NA,108,63,107,193,139,MCZ_311,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4154.8,NA,Omnivore,Forest,124.4,Precocial_2,Galloanseres
226,Galliformes,Numididae,Guttera_edouardi,Guttera_pucherani,74,NA,64,38,78,112,77,MCZ_2098,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329.",1149,NA,Omnivore,Forest,51,Precocial_2,Galloanseres
227,Galliformes,Numididae,Numida_meleagris,Numida_meleagris,79,NA,66,38,79,113,74,MCZ_1648,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329.",1299,NA,Omnivore,Woodland,51.5,Precocial_2,Galloanseres
228,Galliformes,Phasianidae,Meleagris_ocellata,Meleagris_ocellata,131,NA,116.7,64.1,110,193,144.5,MCZ_2878,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5525,NA,Omnivore,Forest,96.9,Precocial_2,Galloanseres
229,Galliformes,Phasianidae,Meleagris_gallopavo,Meleagris_gallopavo,144,NA,129,73,127,200,144,MCZ_7157,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5791.4,NA,Omnivore,Forest,115,Precocial_2,Galloanseres
230,Opisthocomiformes,Opisthocomidae,Opisthocomus_hoatzin,Opisthocomus_hoazin,69,NA,63.1,40.3,62.8,86.7,53.5,MCZ_3617,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",696,NA,Herbivore terrestrial,Riverine,47.7,Semiprecocial,Cursorimorphae
231,Gruiformes,Gruidae,Anthropoides_paradiseus,Grus_paradisea,214,NA,231,106,111,270,232,MCZ_7481,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4540.62,NA,NA,NA,NA,Precocial_3,Cursorimorphae
232,Gruiformes,Gruidae,Anthropoides_virgo,Grus_virgo,171,NA,194,93,85,202,176,MCZ_3036,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2417,NA,NA,NA,NA,Precocial_3,Cursorimorphae
233,Gruiformes,Gruidae,Balearica_pavonina,Balearica_pavonina,201,NA,213,92,101,268,194,MCZ_3601,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3590,NA,Omnivore,Wetland,195.5,Precocial_3,Cursorimorphae
234,Gruiformes,Gruidae,Antigone_antigone,Grus_antigone,277,NA,306,125,140,374,332,MCZ_6600,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5916.22,NA,NA,NA,NA,Precocial_3,Cursorimorphae
235,Gruiformes,Gruidae,Antigone_canadensis,Grus_canadensis,214,NA,237,108,118,266,236,MCZ_2483,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4296.22,NA,NA,NA,NA,Precocial_3,Cursorimorphae
236,Gruiformes,Gruidae,Leucogeranus_leucogeranus,Grus_leucogeranus,266,NA,287,123,128,357,299,MCZ_339,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5913.44,NA,NA,NA,NA,Precocial_3,Cursorimorphae
237,Gruiformes,Aramidae,Aramus_guarauna,Aramus_guarauna,103,NA,106,58,74,167,126,MCZ_3576,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1080,Aquatic ground,Aquatic predator,Wetland,24.4,Altricial_1,Cursorimorphae
238,Gruiformes,Rallidae,Gallirallus_australis,Gallirallus_australis,53.5,NA,37.3,28.4,72.5,102,60.2,YPM_13391,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",875.7,NA,Omnivore,Forest,9,Precocial_3,Cursorimorphae
239,Gruiformes,Rallidae,Porphyrio_porphyrio,Porphyrio_porphyrio,75.5,NA,64.4,42.6,72.9,134.4,91.8,MCZ_321,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",773.9,Herbivore aquatic ground,Herbivore aquatic,Wetland,69.3,Precocial_3,Cursorimorphae
240,Cariamiformes,Cariamidae,Cariama_cristata,Cariama_cristata,103,NA,96,55,82,205,193,MCZ_207,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1400,Invertivore ground,Invertivore,Shrubland,38.2,Semialtricial,Telluraves
241,Otidiformes,Otidae,Ardeotis_australis,Ardeotis_australis,220,NA,239,101,107,242,197,MCZ_2856,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4182.4,NA,Omnivore,Grassland,260.5,Precocial_3,Columbaves
242,Strigiformes,Strigidae,Aegolius_acadicus,Aegolius_acadicus,40,NA,44.3,19.7,30.3,42.9,23,MCZ_3772,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",100.7,Vertivore perch,Vertivore,Forest,40.2,Altricial_1,Telluraves
243,Strigiformes,Strigidae,Aegolius_funereus,Aegolius_funereus,43.4,NA,48.8,22,32.8,48,23.4,MCZ_2828,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",137.2,Vertivore perch,Vertivore,Forest,53.2,Altricial_1,Telluraves
244,Strigiformes,Strigidae,Asio_flammeus,Asio_flammeus,78.1,NA,85.5,40.9,48.9,74.5,39.7,MCZ_6053,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",322.6,Vertivore air to surface,Vertivore,Grassland,141,Altricial_1,Telluraves
245,Strigiformes,Strigidae,Asio_otus,Asio_otus,78.2,NA,84.9,41,49.9,75.9,39.9,MCZ_7534,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",296.6,Vertivore air to surface,Vertivore,Forest,115.5,Altricial_1,Telluraves
246,Strigiformes,Strigidae,Bubo_africanus,Bubo_africanus,102,NA,113,50,64,106,65,MCZ_255,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",645,Vertivore perch,Vertivore,Rock,96,Altricial_1,Telluraves
247,Strigiformes,Strigidae,Bubo_virginianus,Bubo_virginianus,130,NA,143,65,82,124,63,MCZ_2174,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1354.5,Vertivore perch,Vertivore,Forest,112.7,Altricial_1,Telluraves
248,Strigiformes,Strigidae,Ciccaba_virgata,Strix_virgata,77,NA,85,37.5,49,77,44,MCZ_3007,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",283.97,Vertivore perch,NA,NA,NA,Altricial_1,Telluraves
249,Strigiformes,Strigidae,Bubo_scandiacus,Bubo_scandiaca,156,NA,169,84,88,118,56,MCZ_6933,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2028.76,Vertivore perch,NA,NA,NA,Altricial_1,Telluraves
250,Strigiformes,Strigidae,Megascops_asio,Megascops_asio,54.5,NA,58,28.5,41,57.5,34,MCZ_3763,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",180,Invertivore sally ground,Invertivore,Woodland,48.4,Altricial_1,Telluraves
251,Strigiformes,Strigidae,Pulsatrix_perspicillata,Pulsatrix_perspicillata,109,NA,116,50,64,98,51,MCZ_3702,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",983.6,Vertivore perch,Vertivore,Forest,95.1,Altricial_1,Telluraves
252,Strigiformes,Strigidae,Athene_cunicularia,Athene_cunicularia,61,NA,73,35,40,69,52,MCZ_270,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",150.6,Vertivore ground,Vertivore,Grassland,51,Altricial_1,Telluraves
253,Strigiformes,Strigidae,Strix_varia,Strix_varia,114,NA,120,56,77,113,63,MCZ_1414,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",711.5,Vertivore perch,Vertivore,Forest,101,Altricial_1,Telluraves
254,Caprimulgiformes,Steatornithidae,Steatornis_caripensis,Steatornis_caripensis,73.6,NA,105,44.3,39,32.7,19.8,MCZ_1401,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",408,Fugivore aerial,Frugivore,Forest,120.8,Altricial_2,Strisores
255,Caprimulgiformes,Podargidae,Podargus_ocellatus,Podargus_ocellatus,87.7,NA,97,40.7,47.6,36,40.7,MCZ_1400,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",175.4,Generalist,Invertivore,Forest,37.8,Semialtricial,Strisores
256,Caprimulgiformes,Caprimulgidae,Antrostomus_ridgwayi,Caprimulgus_ridgwayi,31.3,NA,36.4,20.2,21.5,30.5,18.5,MCZ_2974,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",48,Invertivore sally air,NA,NA,NA,Semialtricial,Strisores
257,Caprimulgiformes,Caprimulgidae,Antrostomus_vociferus,Caprimulgus_vociferus,32,NA,39.5,21.5,22,36,17,MCZ_1402,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",53.3,Generalist,NA,NA,NA,Semialtricial,Strisores
258,Caprimulgiformes,Caprimulgidae,Chordeiles_minor,Chordeiles_minor,43,NA,49,28,27,36,17,MCZ_7266,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",79.3,Invertivore aerial,Invertivore,Grassland,118.7,Semialtricial,Strisores
259,Caprimulgiformes,Caprimulgidae,Nyctidromus_albicollis,Nyctidromus_albicollis,35,NA,40.6,22.2,22.6,36.9,25.5,MCZ_3422,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",57.8,Invertivore sally air,Invertivore,Woodland,53,Semialtricial,Strisores
260,Apodiformes,Apodidae,Apus_apus,Apus_apus,12.2,NA,17.7,20.7,18.7,25.5,10.4,MCZ_2077,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",37.6,Invertivore aerial,Invertivore,Human Modified,120.2,Altricial_2,Strisores
261,Apodiformes,Apodidae,Chaetura_pelagica,Chaetura_pelagica,9.2,NA,12.1,16.3,15.4,23.1,11.4,MCZ_3118,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",23.6,Invertivore aerial,Invertivore,Human Modified,86.8,Altricial_2,Strisores
262,Apodiformes,Trochilidae,Archilochus_colubris,Archilochus_colubris,3.8,NA,4,5.2,7.3,10.9,4.6,MCZ_7644,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3.1,Nectarivore aerial,Nectarivore,Woodland,27.6,Altricial_2,Strisores
263,Apodiformes,Trochilidae,Glaucis_hirsutus,Glaucis_hirsutus,6.6,NA,6.7,8.3,9.1,12.9,5.7,MCZ_6140,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6.8,Nectarivore aerial,Nectarivore,Forest,34.8,Altricial_2,Strisores
264,Apodiformes,Trochilidae,Patagona_gigas,Patagona_gigas,10.2,NA,11.4,14.3,13.7,20.9,7.4,MCZ_246,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",20.2,Nectarivore glean,Nectarivore,Shrubland,85.9,Altricial_2,Strisores
265,Trogoniformes,Trogonidae,Trogon_massena,Trogon_massena,42.8,NA,44.7,23,27.5,36,16.2,MCZ_2769,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",141,Fugivore aerial,Frugivore,Forest,62.8,Altricial_2,Telluraves
266,Coraciiformes,Alcedinidae,Alcedo_atthis,Alcedo_atthis,25,NA,29.5,12.9,16.3,24.8,8.7,MCZ_2721,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",31.1,Aquatic perch,Aquatic predator,Riverine,19.3,Altricial_2,Telluraves
267,Coraciiformes,Alcedinidae,Megaceryle_alcyon,Megaceryle_alcyon,46.4,NA,55.2,25.1,25.7,35.8,10.3,MCZ_7285,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",148,Aquatic perch,Aquatic predator,Riverine,53.2,Altricial_2,Telluraves
268,Coraciiformes,Alcedinidae,Dacelo_novaeguineae,Dacelo_novaeguineae,64,NA,76.6,32.4,36.5,54.2,24.2,MCZ_2079,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",333.8,NA,Omnivore,Forest,62.5,Altricial_2,Telluraves
269,Coraciiformes,Alcedinidae,Todiramphus_chloris,Todiramphus_chloris,35.8,NA,43.1,17.9,21,32,14.7,MCZ_1777,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",66.1,Invertivore sally ground,Invertivore,Woodland,25.4,Altricial_2,Telluraves
270,Coraciiformes,Alcedinidae,Todiramphus_sancta,Todiramphus_sanctus,30.5,NA,36.7,15.2,19.8,30.9,13.7,MCZ_1802,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",53,Invertivore sally ground,Invertivore,Woodland,27.7,Altricial_2,Telluraves
271,Coraciiformes,Momotidae,Momotus_mexicanus,Momotus_mexicanus,37.7,NA,42.1,18.3,27.5,39.8,27.4,MCZ_3065,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",75.7,Generalist,Invertivore,Woodland,19.6,Altricial_2,Telluraves
272,Bucerotiformes,Bucerotidae,Buceros_bicornis,Buceros_bicornis,137,NA,181,66.8,102,138,74.5,MCZ_7859,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2790.8,Fugivore glean,Frugivore,Forest,133.7,Altricial_2,Telluraves
273,Bucerotiformes,Bucerotidae,Buceros_rhinoceras,Buceros_rhinoceros,133,NA,186,67,97,132,68.3,MCZ_1446,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2371.6,Fugivore glean,Frugivore,Forest,97.2,Altricial_2,Telluraves
274,Galbuliformes,Bucconidae,Monasa_morphoeus,Monasa_morphoeus,30.7,NA,40.4,15.4,21.8,31.9,18.4,MCZ_6107,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",87.9,Invertivore sally surface,Invertivore,Forest,27.6,Altricial_2,Telluraves
275,Piciformes,Ramphastidae,Pteroglossus_aracari,Pteroglossus_aracari,70,NA,81,34,58.7,89,53.7,MCZ_1498,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",250.2,Fugivore glean,Frugivore,Forest,22.4,Altricial_2,Telluraves
276,Piciformes,Ramphastidae,Ramphastos_toco,Ramphastos_toco,70,NA,81,34,58.7,89,53.7,MCZ_6051,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",618,Fugivore glean,Frugivore,Grassland,54.1,Altricial_2,Telluraves
277,Piciformes,Picidae,Colaptes_auratus,Colaptes_auratus,41,NA,41.6,21.5,30.3,41.8,28,MCZ_3624,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",131.5,Invertivore ground,Invertivore,Shrubland,37.5,Altricial_2,Telluraves
278,Piciformes,Picidae,Dryocopus_pileatus,Dryocopus_pileatus,54.5,NA,57.7,30.5,41.9,53.5,36,MCZ_1396,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",286.59,Invertivore bark,NA,NA,NA,Altricial_2,Telluraves
279,Piciformes,Picidae,Melanerpes_erythrocephalus,Melanerpes_erythrocephalus,38.5,NA,39.6,19.5,30.5,40.7,27,MCZ_1397,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",71.6,Generalist,Invertivore,Forest,40.6,Altricial_2,Telluraves
280,Passeriformes,Calyptomenidae,Calyptomena_viridis,Calyptomena_viridis,27.3,NA,32.2,17,24,35.2,21,MCZ_7349,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",58.5,Fugivore aerial,Frugivore,Forest,16.5,Altricial_2,Telluraves
281,Passeriformes,Eurylaimidae,Eurylaimus_ochromalus,Eurylaimus_ochromalus,20.1,NA,22.6,12.8,18.5,30.9,20.3,MCZ_2982,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",33.3,Generalist,Invertivore,Forest,18.3,Altricial_2,Telluraves
282,Passeriformes,Furnariidae,Dendrocolaptes_certhia,Dendrocolaptes_certhia,27.2,NA,31.9,17.9,24.6,33.5,26.2,MCZ_3842,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",68.7,Generalist,Invertivore,Forest,22.5,Altricial_2,Telluraves
283,Passeriformes,Furnariidae,Furnarius_rufus,Furnarius_rufus,26,NA,26,15.3,22.9,39.5,31.3,MCZ_6030,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",46.4,Invertivore ground,Invertivore,Shrubland,15.4,Altricial_2,Telluraves
284,Passeriformes,Thamnophilidae,Taraba_major,Taraba_major,25.5,NA,25.2,12.5,28.4,45.6,35.9,MCZ_4083,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",59.2,Invertivore glean arboreal,Invertivore,Forest,4.8,Altricial_2,Telluraves
285,Passeriformes,Rhinocryptidae,Scelorchilus_albicollis,Scelorchilus_albicollis,22.2,NA,20,11.6,27.7,46.7,37.8,MCZ_224,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",47.3,Invertivore ground,Invertivore,Shrubland,3.8,Altricial_2,Telluraves
286,Passeriformes,Tyrannidae,Camptostoma_obsoletum,Camptostoma_obsoletum,12.1,NA,14.4,8.1,11.2,20.7,15.6,MCZ_6285,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",8.1,Invertivore glean arboreal,Invertivore,Shrubland,8.7,Altricial_2,Telluraves
287,Passeriformes,Tyrannidae,Empidonax_flaviventris,Empidonax_flaviventris,14.4,NA,18.6,9.7,12.5,22.7,16.1,MCZ_7877,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",11.8,Invertivore sally air,Invertivore,Forest,15.3,Altricial_2,Telluraves
288,Passeriformes,Tyrannidae,Muscigralla_brevicauda,Muscigralla_brevicauda,17.9,NA,19.4,10.2,15.5,32.2,26.5,MCZ_6304,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",12.6,Invertivore ground,Invertivore,Shrubland,9.5,Altricial_2,Telluraves
289,Passeriformes,Oxyruncidae,Myiobius_barbartus,Myiobius_barbatus,14.4,NA,17.7,8.6,13.6,21.3,16.3,MCZ_3509,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",11,Invertivore sally surface,Invertivore,Forest,10.7,Altricial_2,Telluraves
290,Passeriformes,Tyrannidae,Pitangus_sulphoratus,Pitangus_sulphuratus,30.1,NA,39.6,18.2,24.1,39.7,26.9,MCZ_3358,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",62.9,NA,Omnivore,Human Modified,20.6,Altricial_2,Telluraves
291,Passeriformes,Tyrannidae,Pyrocephalus_rubinus,Pyrocephalus_rubinus,17.2,NA,20.4,11.8,13.1,21.3,16.3,MCZ_6500,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",14.4,Invertivore sally air,Invertivore,Woodland,16.7,Altricial_2,Telluraves
292,Passeriformes,Tyrannidae,Tyrannus_verticalis,Tyrannus_verticalis,26.1,NA,34.8,19.3,18.3,29,17.9,MCZ_7600,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",39.6,Invertivore sally air,Invertivore,Shrubland,41.9,Altricial_2,Telluraves
293,Passeriformes,Pittidae,Erythropitta_erythrogaster,Pitta_erythrogaster,30.1,NA,32.8,17.3,30.3,52.2,42.4,MCZ_6581,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",72.39,Invertivore ground,NA,NA,NA,Altricial_2,Telluraves
294,Passeriformes,Menuridae,Menura_novaehollandiae,Menura_novaehollandiae,60.4,NA,59,33.8,67.7,132,111.2,MCZ_313,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",972.6,Invertivore ground,Invertivore,Forest,5.7,Altricial_2,Telluraves
