,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
154,Charadriiformes,Jacanidae,Jacana_spinosa,Jacana_spinosa,39.8,NA,40.4,22.6,29.2,82.6,50.8,MCZ_7013,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",94,Aquatic ground,Aquatic predator,Wetland,28.3,Precocial_1,Cursorimorphae
155,Charadriiformes,Charadriidae,Vanellus_spinosus,Vanellus_spinosus,69.7,NA,77.2,41.1,37.8,98.3,82.6,MCZ_6928,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",188,NA,Omnivore,Wetland,72.6,Precocial_1,Cursorimorphae
156,Charadriiformes,Scolopacidae,Bartramia_longicauda,Bartramia_longicauda,49.8,NA,54,30.1,36.7,65.8,51.3,MCZ_1246,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",158.9,Invertivore ground,Invertivore,Grassland,83.7,Precocial_1,Cursorimorphae
157,Charadriiformes,Scolopacidae,Limosa_fedoa,Limosa_fedoa,76.4,NA,80.9,44.8,44.5,96.4,75.9,MCZ_1384,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",357,Aquatic ground,Aquatic predator,Wetland,118,Precocial_1,Cursorimorphae
158,Charadriiformes,Scolopacidae,Numenius_americanus,Numenius_americanus,100.7,NA,108.7,55,59.6,118.3,96.6,MCZ_454,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",583.9,NA,Omnivore,Grassland,132.6,Precocial_1,Cursorimorphae
159,Charadriiformes,Scolopacidae,Numenius_arquata,Numenius_arquata,94.4,NA,100.9,53.5,54.9,106.1,85.4,MCZ_2108,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",803,Aquatic ground,Aquatic predator,Grassland,155.9,Precocial_1,Cursorimorphae
160,Charadriiformes,Scolopacidae,Tringa_flavipes,Tringa_flavipes,42.7,NA,44.1,25.5,27.7,64.6,52.1,MCZ_2693,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",77.5,Aquatic ground,Aquatic predator,Wetland,79.8,Precocial_1,Cursorimorphae
161,Charadriiformes,Charadriidae,Himantopus_himantopus,Himantopus_himantopus,51.9,NA,54.3,31.8,31.9,114.4,104.6,MCZ_191,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",176.8,Aquatic ground,Aquatic predator,Wetland,117.2,Precocial_1,Cursorimorphae
162,Charadriiformes,Charadriidae,Himantopus_leucocephalus,Himantopus_leucocephalus,50.4,NA,51.1,28.7,28.7,101,78.5,YPM_13424,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",176.82,Aquatic ground,NA,NA,NA,Precocial_1,Cursorimorphae
163,Charadriiformes,Charadriidae,Himantopus_mexicanus,Himantopus_mexicanus,56.4,NA,60,32.6,32.4,124,119,MCZ_6108,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",176.82,Aquatic ground,NA,NA,NA,Precocial_1,Cursorimorphae
164,Charadriiformes,Recurvirostridae,Recurvirostra_americana,Recurvirostra_americana,69.5,NA,68.8,39.8,36.8,108,90.7,MCZ_33,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",304.5,Aquatic ground,Aquatic predator,Wetland,104.4,Precocial_1,Cursorimorphae
165,Charadriiformes,Scolopacidae,Phalaropus_fulicarius,Phalaropus_fulicarius,33.6,NA,33,20.1,19.3,37.4,21.8,MCZ_7369,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",55.6,Aquatic ground,Aquatic predator,Marine,65.4,Precocial_1,Cursorimorphae
166,Charadriiformes,Scolopacidae,Phalaropus_lobatus,Phalaropus_lobatus,28.2,NA,28.3,18.1,15.9,32.1,21.1,MCZ_2702,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",36.7,Aquatic ground,Aquatic predator,Wetland,54.4,Precocial_1,Cursorimorphae
167,Charadriiformes,Dromadidae,Dromas_ardeola,Dromas_ardeola,70.2,NA,72.2,36.6,41.8,98.7,92.2,MCZ_2991,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",325,Aquatic ground,Aquatic predator,Coastal,112,Semialtricial,Cursorimorphae
168,Charadriiformes,Burhinidae,Burhinus_capensis,Burhinus_capensis,71.9,NA,76.2,36.7,48.7,102.3,88.2,MCZ_6978,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",423,Invertivore ground,Invertivore,Shrubland,95.6,Semiprecocial,Cursorimorphae
169,Charadriiformes,Burhinidae,Burhinus_magnirostris,Burhinus_grallarius,99.9,NA,104.8,46.9,58.6,142.6,129.8,MCZ_285,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",648.1,Invertivore ground,Invertivore,Woodland,127.6,Semiprecocial,Cursorimorphae
170,Charadriiformes,Stercorariidae,Catharacta_skua,Catharacta_skua,140.3,NA,137,70.5,63,109.2,72.5,MCZ_358,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1338.2,Aquatic aerial,Aquatic predator,Marine,210,Semiprecocial,Cursorimorphae
171,Charadriiformes,Stercorariidae,Stercorarius_parasiticus,Stercorarius_parasiticus,96.1,NA,97.2,49.4,36.4,66.3,42.7,MCZ_183,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",444.3,Aquatic aerial,Aquatic predator,Marine,188.3,Semiprecocial,Cursorimorphae
172,Charadriiformes,Laridae,Larus_argentatus,Larus_argentatus,139.9,NA,148.5,78.3,58.3,116,70.5,MCZ_2712,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1091,Generalist,Aquatic predator,Coastal,230.3,Semiprecocial,Cursorimorphae
173,Charadriiformes,Laridae,Larus_atricilla,Larus_atricilla,91.7,NA,100,52.5,36.7,73,51.7,MCZ_7271,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",307.4,Generalist,Aquatic predator,Marine,166.5,Semiprecocial,Cursorimorphae
174,Charadriiformes,Laridae,Larus_glaucesens,Larus_glaucescens,144,NA,155,80,67,126,78,MCZ_723,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1056.5,Generalist,Aquatic predator,Coastal,218.2,Semiprecocial,Cursorimorphae
175,Charadriiformes,Laridae,Larus_glaucoides,Larus_glaucoides,118,NA,125,67,55,99,60,MCZ_2843,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",693.3,Generalist,Aquatic predator,Coastal,216.7,Semiprecocial,Cursorimorphae
176,Charadriiformes,Laridae,Larus_marinus,Larus_marinus,150.8,NA,165,85.1,65.4,125.1,80.4,MCZ_1617,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1649.7,NA,Omnivore,Coastal,248.1,Semiprecocial,Cursorimorphae
177,Charadriiformes,Laridae,Rissa_tridactyla,Rissa_tridactyla,83,NA,88,48,35,64,32,MCZ_1502,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",416,Generalist,Aquatic predator,Marine,179.1,Semiprecocial,Cursorimorphae
178,Charadriiformes,Laridae,Onychoprion_fuscatus,Sterna_fuscata,63,NA,73,38,27,44,24,MCZ_3375,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",185.72,Aquatic plunge,NA,NA,NA,Semiprecocial,Cursorimorphae
179,Charadriiformes,Laridae,Sterna_hirundo,Sterna_hirundo,54,NA,62,33,24,40,20,MCZ_2147,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",129.2,Aquatic plunge,Aquatic predator,Marine,170.6,Semiprecocial,Cursorimorphae
180,Charadriiformes,Laridae,Sterna_striata,Sterna_striata,58,NA,67,35,27,43,20,MCZ_5015,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",129,Aquatic plunge,Aquatic predator,Coastal,188.5,Semiprecocial,Cursorimorphae
181,Charadriiformes,Laridae,Thalasseus_maximus,Sterna_maxima,88,NA,106,53,38,64,33,MCZ_1427,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",415.31,Aquatic plunge,NA,NA,NA,Semiprecocial,Cursorimorphae
182,Charadriiformes,Laridae,Rynchops_niger,Rynchops_niger,75,NA,91,46,34,55,30,MCZ_1426,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",297.7,Aquatic aerial,Aquatic predator,Riverine,246.5,Semiprecocial,Cursorimorphae
183,Charadriiformes,Alcidae,Cerorhinca_monocerata,Cerorhinca_monocerata,68.5,NA,54.6,37.5,40.8,66.8,30.4,MCZ_7676,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",482.2,Aquatic dive,Aquatic predator,Marine,92.9,Semiprecocial,Cursorimorphae
184,Columbiformes,Columbidae,Caloenas_nicobarica,Caloenas_nicobarica,58.5,NA,63,39.2,47.6,71.5,41.5,MCZ_6958,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",537.9,NA,Omnivore,Forest,85.5,Altricial_1,Columbaves
185,Columbiformes,Columbidae,Columba_arquatrix,Columba_arquatrix,50.6,NA,52.8,35.6,41.7,53.7,26.6,MCZ_6798,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",400,Fugivore glean,Frugivore,Forest,84.3,Altricial_1,Columbaves
186,Columbiformes,Columbidae,Patagioenas_cayennensis,Patagioenas_cayennensis,39.6,NA,42.6,28.2,34.3,47.7,23.5,MCZ_5012,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",229,Fugivore glean,Frugivore,Forest,62.8,Altricial_1,Columbaves
187,Columbiformes,Columbidae,Columba_livia,Columba_livia,44.1,NA,47.2,33,38.3,56.8,31.3,MCZ_1250,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",354.2,Granivore ground,Granivore,Human Modified,98.8,Altricial_1,Columbaves
188,Columbiformes,Columbidae,Patagioenas_speciosa,Patagioenas_speciosa,42.8,NA,43.6,29,36.2,49.2,23.3,MCZ_4062,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",258.5,Fugivore glean,Frugivore,Forest,65.5,Altricial_1,Columbaves
189,Columbiformes,Columbidae,Columbina_talpacoti,Columbina_talpacoti,21.2,NA,22.2,14,20.3,28.3,14,MCZ_3514,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",46,Granivore ground,Granivore,Human Modified,17.7,Altricial_1,Columbaves
190,Columbiformes,Columbidae,Ducula_aenea,Ducula_aenea,55.9,NA,57.8,36.3,43.7,56.9,28.8,MCZ_7543,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",545,Fugivore glean,Frugivore,Forest,74.6,Altricial_1,Columbaves
191,Columbiformes,Columbidae,Geotrygon_montana,Geotrygon_montana,34.5,NA,37.8,24.3,32.6,50.2,29.6,MCZ_2759,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",133.9,NA,Omnivore,Forest,36.7,Altricial_1,Columbaves
192,Columbiformes,Columbidae,Leptotila_verreauxi,Leptotila_verreauxi,34.2,NA,35.4,22.9,32.2,49.7,30.7,MCZ_3591,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",146.9,Granivore ground,Granivore,Shrubland,29.8,Altricial_1,Columbaves
193,Columbiformes,Columbidae,Ocyphaps_lophotes,Ocyphaps_lophotes,37.6,NA,35.3,23.6,35.3,48,27.7,MCZ_279,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",204,NA,Omnivore,Grassland,64.1,Altricial_1,Columbaves
194,Columbiformes,Columbidae,Zenaida_macroura,Zenaida_macroura,31,NA,32.4,21.8,26.2,36.2,19.9,MCZ_2109,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",118.9,Granivore ground,Granivore,Human Modified,53.1,Altricial_1,Columbaves
195,Psittaciformes,Psittacidae,Amazona_farinosa,Amazona_farinosa,65.3,NA,74.7,46.2,53.5,74.5,24.7,MCZ_3384,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",626,NA,Omnivore,Forest,68.7,Altricial_2,Telluraves
196,Psittaciformes,Psittacidae,Ara_macao,Ara_macao,87.4,NA,104.1,69.8,63,88.4,32,MCZ_3704,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1015,NA,Omnivore,Forest,127.5,Altricial_2,Telluraves
197,Psittaciformes,Cacatuidae,Calyptorhynchus_banksii,Calyptorhynchus_banksii,78.8,NA,91,59.2,52.4,74.1,24.5,MCZ_359,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",721.9,Granivore arboreal,Granivore,Forest,185.5,Altricial_2,Telluraves
198,Psittaciformes,Cacatuidae,Cacatua_galerita,Cacatua_galerita,87.5,NA,97,53,59.2,84.6,26.4,MCZ_1392,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",720.4,NA,Omnivore,Forest,93.2,Altricial_2,Telluraves
199,Psittaciformes,Cacatuidae,Cacatua_leadbeateri,Cacatua_leadbeateri,66.8,NA,75.7,46.3,43.5,60.6,20.9,MCZ_1991,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",396.8,Granivore arboreal,Granivore,Shrubland,94.4,Altricial_2,Telluraves
200,Psittaciformes,Strigopidae,Nestor_meridionalis,Nestor_meridionalis,65,NA,68.3,49.3,53.6,87.1,36,MCZ_1490,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",428,NA,Omnivore,Forest,101.2,Altricial_1,Telluraves
201,Psittaciformes,Psittacidae,Pionus_senilis,Pionus_senilis,42.9,NA,48,33.3,37.8,50,17.4,MCZ_2899,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",212,NA,Omnivore,Forest,63.7,Altricial_2,Telluraves
202,Psittaciformes,Cacatuidae,Probisciger_aterrimus,Probosciger_aterrimus,86.8,NA,99.7,55.8,62,91.4,27.4,MCZ_1491,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",841,NA,Omnivore,Forest,103.1,Altricial_2,Telluraves
203,Psittaciformes,Psittaculidae,Trichoglossus_ornatus,Trichoglossus_ornatus,27.9,NA,28.5,20.9,27.4,40.3,15.2,MCZ_1926,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",120,Nectarivore glean,Nectarivore,Forest,60,Altricial_2,Telluraves
204,Cuculiformes,Cuculidae,Geococcyx_californianus,Geococcyx_californianus,47,NA,38,21,55,85,63,MCZ_1495,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",376,Invertivore ground,Invertivore,Shrubland,12,Altricial_2,Columbaves
205,Galliformes,Megapodiidae,Macrocephalon_maleo,Macrocephalon_maleo,85,NA,86,45.8,85.4,127,91.1,MCZ_355,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1563.3,NA,Omnivore,Forest,64.7,Superprecocial,Galloanseres
206,Galliformes,Cracidae,Crax_alberti,Crax_alberti,109,NA,105,53,107,155,103,MCZ_209,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2499.9,Fugivore ground,Frugivore,Forest,42.7,Precocial_3,Galloanseres
207,Galliformes,Cracidae,Mitu_mitu,Mitu_mitu,110,NA,107,55,106,157,110,MCZ_3575,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2850.5,Fugivore ground,Frugivore,Forest,28,Precocial_3,Galloanseres
208,Galliformes,Cracidae,Pauxi_pauxi,Pauxi_pauxi,110,NA,111,56,110,169,113,MCZ_2121,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3117.7,NA,Omnivore,Forest,29,Precocial_3,Galloanseres
209,Galliformes,Cracidae,Ortalis_vetula,Ortalis_vetula,60,NA,50,27.5,65.5,95,62,MCZ_3099,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",562.6,Fugivore glean,Frugivore,Shrubland,22.1,Precocial_3,Galloanseres
210,Galliformes,Cracidae,Penelope_purpurascens,Penelope_purpurascens,92,NA,87,46,95,137,83,MCZ_293,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2060,Fugivore glean,Frugivore,Forest,45.7,Precocial_3,Galloanseres
211,Galliformes,Cracidae,Penelopina_nigra,Penelopina_nigra,118,NA,113,54,108,163,107,MCZ_2084,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",890,Fugivore glean,Frugivore,Forest,13.2,Precocial_3,Galloanseres
212,Galliformes,Phasianidae,Bonasa_umbellus,Bonasa_umbellus,49.1,NA,41.9,28.1,52.8,75,41.2,MCZ_7935,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",530.9,Herbivore ground,Herbivore terrestrial,Shrubland,69.8,Precocial_2,Galloanseres
213,Galliformes,Phasianidae,Centrocercus_urophasianus,Centrocercus_urophasianus,95.1,NA,80.3,43.7,70.8,91.1,44.5,MCZ_110,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1902.5,Herbivore ground,Herbivore terrestrial,Shrubland,115.6,Precocial_2,Galloanseres
214,Galliformes,Phasianidae,Lagopus_muta,Lagopus_muta,63.4,NA,54.1,33.5,58.5,79.5,41.2,MCZ_1469,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",535.3,Herbivore ground,Herbivore terrestrial,Grassland,85.8,Precocial_2,Galloanseres
215,Galliformes,Phasianidae,Tetrao_urogallus,Tetrao_urogallus,98.9,NA,90,51.8,80.9,106.7,55,MCZ_315,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2716.6,Generalist,Herbivore terrestrial,Forest,117.5,Precocial_2,Galloanseres
216,Galliformes,Phasianidae,Tympanuchus_cupido,Tympanuchus_cupido,65.6,NA,55.4,34.9,62.3,82.1,45.7,MCZ_2193,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",870.1,Granivore ground,Granivore,Grassland,86.4,Precocial_2,Galloanseres
217,Galliformes,Odontophoridae,Callipepla_squamata,Callipepla_squamata,33.9,NA,29.2,17.4,37.3,55.7,31.3,MCZ_1254,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",183.9,NA,Omnivore,Shrubland,27.8,Precocial_1,Galloanseres
218,Galliformes,Odontophoridae,Colinus_nigrogularis,Colinus_nigrogularis,32.5,NA,26.6,17.3,36.7,50.2,29.9,MCZ_5029,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",129.8,NA,Omnivore,Shrubland,25,Precocial_1,Galloanseres
219,Galliformes,Odontophoridae,Colinus_virginianus,Colinus_virginianus,35.6,NA,28.5,17.9,37.8,52.3,30.7,MCZ_7347,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",171.9,NA,Omnivore,Human Modified,30.3,Precocial_1,Galloanseres
220,Galliformes,Odontophoridae,Callipepla_gambelli,Callipepla_gambelii,33.1,NA,26.9,17.5,37.9,55.4,32.5,MCZ_7254,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",166,NA,Omnivore,Shrubland,32,Precocial_1,Galloanseres
221,Galliformes,Odontophoridae,Odontophorus_guttatus,Odontophorus_guttatus,43.8,NA,39.3,23,50.3,70.3,45,MCZ_2727,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329.",303.8,NA,Omnivore,Forest,34.4,Precocial_1,Galloanseres
222,Galliformes,Phasianidae,Coturnix_coturnix,Coturnix_coturnix,33.6,NA,26.7,18.8,34.5,42.1,25.7,MCZ_3164,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",96.3,Granivore ground,Granivore,Human Modified,43.2,Precocial_2,Galloanseres
223,Galliformes,Phasianidae,Coturnix_delegorguei,Coturnix_delegorguei,31.4,NA,25.3,17.1,31.5,39.9,24.2,MCZ_3037,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",76,Granivore ground,Granivore,Grassland,33.9,Precocial_2,Galloanseres
